,,Track Name,Artist,Track ID,Popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1837,5270,Miss The Rage (feat. Playboi Carti),Trippie Redd,46NzAxDzsE443IsyZndZfP,77,0.0151,0.581,236883,0.877,0,8,0.826,-4.938,1,0.114,77.006,4,0.353
1838,5271,Missing My Idols,Trippie Redd,51dPQyVG0gSxrgybhR7Pxi,52,0.056,0.672,146923,0.633,0,8,0.164,-7.459,0,0.358,85.081,4,0.536
1839,5272,Negative Energy,Trippie Redd,5OvxVXpGfp2rKQ3X0CqcIr,51,0.413,0.66,178286,0.672,0,9,0.125,-7.442,1,0.263,139.904,4,0.446
1840,5273,Never Change (feat. Future),Trippie Redd,7E9yDZtkvlAC0aAnU4etRJ,41,0.121,0.345,173846,0.749,0,5,0.187,-6.065,0,0.163,154.984,4,0.613
1841,5274,PILL BREAKER (feat. blackbear & Machine Gun Kelly),Trippie Redd,3RzTlpu4NURrRmm0x3LM38,51,0.016,0.527,177059,0.79,0,2,0.369,-6.268,1,0.0788,153.034,3,0.236
1842,5275,Real Feel,Trippie Redd,0R3e9XjjV2NY1ircKqZ4oR,50,0.362,0.848,258552,0.556,0,2,0.0871,-5.476,1,0.0664,149.023,4,0.456
1843,5276,Shake It Up,Trippie Redd,2bTRpIxPniQmrSgwmtF1b2,60,0.121,0.774,116681,0.6,0,10,0.0924,-6.728,0,0.12,156.073,4,0.389
1844,5277,Sleepy Hollow,Trippie Redd,45nUa9kUuigLpVroOP8wGv,54,0.0104,0.735,101353,0.662,0,1,0.153,-7.862,1,0.05,87.997,4,0.124
1845,5278,Snake Skin,Trippie Redd,3jdByIcSM5sk4uUrQVC4JU,52,0.0577,0.667,186944,0.558,0,8,0.0662,-8.833,0,0.0497,144.032,4,0.551
1846,5279,Taking A Walk,Trippie Redd,6vSRW8utiYAdoCfJG2v86r,76,0.678,0.764,121680,0.526,0,0,0.163,-6.381,0,0.0544,81.004,4,0.323
1847,5280,The Way,Trippie Redd,0hi5qxL0ErsXxb2WFU2mou,47,0.173,0.78,243287,0.658,1.86E-05,1,0.138,-6.511,0,0.185,145.976,4,0.519
1848,5281,They Afraid Of You,Trippie Redd,2VKHWIONh47ntN7wyoSxEQ,78,0.14,0.721,91288,0.496,0.000101,8,0.102,-6.296,1,0.0645,81.499,4,0.18
1849,5282,This Ain't That,Trippie Redd,1ATuaGdb7I8LfTZl3qai99,50,0.105,0.717,207059,0.678,0,4,0.339,-4.951,0,0.0617,76.471,4,0.193
1850,5283,Throw It Away,Trippie Redd,3Sg0ultAzNlsxldzGgwY1c,46,0.159,0.842,165773,0.492,7.27E-05,5,0.0803,-7.051,0,0.227,135.024,4,0.279
1851,5284,Til The End of Time,Trippie Redd,6AJwyS0aHhOAFDb6EbXlG5,51,0.161,0.738,174433,0.587,1.11E-06,7,0.306,-7.127,0,0.0293,119.979,4,0.485
1852,5285,Together,Trippie Redd,5t6FrEOhDBQhDvY9hwPerz,51,0.893,0.613,164577,0.439,7.57E-06,8,0.127,-6.983,0,0.0276,120.046,4,0.153
1853,5286,Topanga,Trippie Redd,1Am3fwJi1NF1sD2McZfVWi,67,0.00583,0.753,215364,0.616,1.77E-06,4,0.109,-8.245,1,0.0495,105.952,4,0.0388
1854,5287,Toxic Waste,Trippie Redd,4ylaCRU4F6m0icStoTeX35,50,0.0555,0.729,173129,0.516,1.95E-06,8,0.107,-11.404,1,0.0628,111.97,4,0.379
1855,5288,U Deserve It,Trippie Redd,46lcbeqMIGxsfFoSqpA4RM,47,0.55,0.792,244601,0.502,4.34E-06,5,0.0763,-7.526,1,0.0407,109.98,4,0.494
1856,5289,UKA UKA,Trippie Redd,0ZvmYnvf4OvqXcs8pOZn2e,54,0.143,0.721,164335,0.863,0,11,0.101,-5.554,0,0.17,87.015,4,0.637
1857,5290,Under Enemy Arms,Trippie Redd,6JATJXM3NhEpgvnGJKLQLo,53,0.257,0.751,162528,0.756,0,9,0.0582,-5.453,0,0.0375,129.962,4,0.643
1858,5291,Who Needs Love,Trippie Redd,7qtzFO7XuvNiSp5Xn7juqZ,65,0.736,0.844,158532,0.512,0,0,0.0897,-7.864,0,0.0959,108.992,4,0.87
1859,5292,YELL OH,Trippie Redd,2smTtYGeMlOzWbSGcI6MD7,47,0.0042,0.847,238289,0.531,0,6,0.275,-7.196,0,0.155,74.506,4,0.19
1860,5293,Síguelo Bailando,Tropijazz,5Y9fnynLlIvqtM710MHzfz,73,0.165,0.855,226800,0.664,3.97E-05,9,0.0937,-7.11,0,0.0607,98.015,4,0.626
1861,5294,Bola Rebola,Tropkillaz,1OUPXna2MCgAt3VNmXJBtg,64,0.22,0.834,193440,0.777,0.00609,5,0.335,-4.538,0,0.0593,129.984,4,0.865
1862,5295,Bloom,Troye Sivan,0oTyoTKEKMdF3rXcOLyEfN,59,0.031,0.708,222097,0.701,0,0,0.392,-5.196,1,0.0328,120.932,4,0.504
1863,5296,Dance To This (feat. Ariana Grande),Troye Sivan,2NjO87HyT80fsgejd3PLYW,66,0.00632,0.736,231847,0.756,0.00577,11,0.106,-7.099,1,0.047,117.016,4,0.712
1864,5297,Easy,Troye Sivan,4XWaUb7mKRcJR5RPp4IIDr,60,0.00187,0.581,213572,0.674,3.01E-06,8,0.128,-7.09,1,0.033,143.005,4,0.488
1865,5298,Lucky Strike,Troye Sivan,4RoArPM0AsuW3h8hW8xtnr,57,0.579,0.612,208967,0.694,0,2,0.0914,-7.363,1,0.0514,103.031,4,0.564
1866,5299,My My My!,Troye Sivan,4NiehSBQthimPzRsVeOgCT,65,0.00407,0.701,204727,0.458,0.000151,1,0.045,-7.749,1,0.0836,102.967,4,0.482
1867,5300,Plum,Troye Sivan,0EftP1nY8Mklt77hAMMMug,47,0.0123,0.693,185977,0.594,6.25E-05,6,0.0764,-7.323,0,0.0469,96.973,4,0.565
1868,5301,Seventeen,Troye Sivan,7iyKbBjb2fmTnTfCjCh7ER,50,0.165,0.612,218351,0.743,4.35E-05,4,0.319,-7.25,1,0.0442,118.913,4,0.347
1869,5302,Take Yourself Home,Troye Sivan,21063p4OKSg1gQOx4Fzv77,54,0.0743,0.366,249370,0.606,0.00034,5,0.106,-9.188,0,0.0832,100.694,4,0.294
1870,5303,The Good Side,Troye Sivan,4qAHuJq5T4Q97EQZG47H0P,56,0.406,0.426,268597,0.284,0.00335,2,0.362,-15.492,1,0.0616,112.039,4,0.311
1871,5304,GIANTS,True Damage,5C0ivQMxes2lWuOANhvVAm,66,0.0834,0.642,191720,0.683,0,1,0.155,-5.386,1,0.262,154.881,4,0.584
1872,5305,Mamichula - con Nicki Nicole,Trueno,0TUW9faHNaBmi89wsYGp9y,79,0.582,0.696,219202,0.678,2.22E-06,4,0.134,-5.893,0,0.0735,91.985,4,0.346
1873,5306,Sangría - con WOS,Trueno,1fJjC8C0BdgUHlKIP2ODQf,64,0.156,0.666,154956,0.787,0,2,0.85,-4.6,1,0.226,95.799,4,0.908
1874,5307,Bandito,Twenty One Pilots,5INKIG4QNuD4xq7qZcfPzp,58,0.256,0.661,330987,0.52,0.0246,11,0.105,-8.367,0,0.028,127.089,4,0.427
1875,5308,Bounce Man,Twenty One Pilots,2GkmE8BrD00ngyjs2PT9Fp,55,0.269,0.704,185438,0.696,0.00029,4,0.326,-6.48,0,0.0568,141.955,4,0.577
1876,5309,Chlorine,Twenty One Pilots,23OXdR7YuUBVWh5hSnYJau,75,0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315
1877,5310,Choker,Twenty One Pilots,732E6ibFkQR5lNIPEeiEnx,60,0.306,0.7,223066,0.664,1.89E-05,7,0.249,-8.211,1,0.0394,142.009,4,0.585
1878,5311,Cut My Lip,Twenty One Pilots,6gFtgkh8ShkrJn52Cbdhxy,58,0.12,0.641,282613,0.561,0.0021,4,0.358,-5.856,1,0.0355,111.938,4,0.678
1879,5312,Formidable,Twenty One Pilots,2jfyY5GIc7wsYVIrCnjblC,57,0.00983,0.653,176325,0.559,0.000473,6,0.062,-6.758,0,0.0276,137.006,4,0.731
1880,5313,Good Day,Twenty One Pilots,3uwYgNxFDfx1GoLB6tLoUn,56,0.11,0.684,204401,0.677,0.00975,7,0.34,-7.355,1,0.0401,142.048,4,0.37
1881,5314,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,83,0.0841,0.732,195920,0.396,3.58E-05,4,0.105,-9.348,0,0.0286,90.024,4,0.548
1882,5315,Jumpsuit,Twenty One Pilots,1E1uGhNdBe6Dddbgs2KqtZ,66,0.00849,0.62,238560,0.61,0.162,11,0.205,-8.329,0,0.0373,127.052,4,0.235
1883,5316,Leave the City,Twenty One Pilots,5HCXMBxZIVaVLXpyoqPM3g,55,0.726,0.506,280493,0.379,0.00458,4,0.0956,-11.64,0,0.0334,134.985,4,0.299
1884,5317,Legend,Twenty One Pilots,1CDVadnneswMxi6gBqJTtC,56,0.0948,0.716,172560,0.575,0.000257,0,0.0829,-6.209,1,0.0368,85.937,4,0.797
1885,5318,Level of Concern,Twenty One Pilots,6xZ4Q2k2ompmDppyeESIY8,64,0.32,0.754,220051,0.583,0.00015,4,0.144,-7.34,0,0.0432,122.012,4,0.77
1886,5319,Levitate,Twenty One Pilots,2uBhGx3m5iJrtsql8Qk00j,59,0.0857,0.7,145947,0.934,0.226,6,0.114,-5.941,0,0.17,92.973,4,0.224
1887,5320,Morph,Twenty One Pilots,01vv2AjxgP4uUyb8waYO5Y,62,0.0747,0.734,258853,0.607,0.000577,8,0.0968,-7.249,0,0.0806,90.023,4,0.518
1888,5321,Mulberry Street,Twenty One Pilots,19kX6hSlYH31js2SL4jgrj,61,0.0138,0.674,224398,0.535,0,2,0.326,-7.114,1,0.0518,170.188,4,0.716
1889,5322,My Blood,Twenty One Pilots,5HeKOKc4phmLn8e4I7EkzD,68,0.0563,0.749,229120,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,0.674
1890,5323,Neon Gravestones,Twenty One Pilots,0sXvjZV7p4uvyPN4uQo3FH,58,0.379,0.73,240267,0.427,0.000309,11,0.0893,-9.834,0,0.138,149.45,3,0.392
1891,5324,Never Take It,Twenty One Pilots,1edgaGx2x2AQeWtL2OPEMW,53,0.00997,0.747,212706,0.733,0.0043,9,0.0703,-5.724,1,0.0278,117.973,4,0.775
1892,5325,Nico And The Niners,Twenty One Pilots,5SehvGGC53A7SZKCLXQcyt,65,0.0699,0.728,225040,0.602,7.01E-06,9,0.318,-7.748,0,0.185,140.081,4,0.328
1893,5326,No Chances,Twenty One Pilots,2OdfQjIJlomZFUBTEDKMre,54,0.15,0.667,226449,0.54,0.0184,7,0.218,-7.301,1,0.0629,139.984,4,0.0882
1894,5327,Pet Cheetah,Twenty One Pilots,7daBwTiPNOVgoMUG4SICgh,57,0.0615,0.653,198360,0.684,0.000387,7,0.27,-7.052,0,0.199,110.049,4,0.355
1895,5328,Redecorate,Twenty One Pilots,2XPmTamsj7d9i3gzLCL4JI,60,0.158,0.632,245843,0.65,2.39E-05,8,0.0724,-6.851,0,0.0797,82.58,4,0.397
1896,5329,Ride,Twenty One Pilots,2Z8WuEywRWYTKe1NybPQEW,82,0.00835,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,0.566
1897,5330,Saturday,Twenty One Pilots,60dwJ8dnqZ4WrIdiu7LkNR,64,0.00396,0.687,172232,0.89,0.000939,8,0.0436,-5.99,1,0.0344,113.06,4,0.854
1898,5331,Shy Away,Twenty One Pilots,2nG54Y4a3sH9YpfxMolOyi,68,0.000818,0.588,175044,0.856,0.0739,9,0.238,-5.242,0,0.0316,96.966,4,0.635
1899,5332,Smithereens,Twenty One Pilots,5G6Gt9RtNaeIE418pd4yre,60,0.296,0.764,177040,0.548,1.01E-05,6,0.0769,-7.627,1,0.14,151.02,4,0.519
1900,5333,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,87,0.0462,0.734,202333,0.637,2.29E-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648
1901,5334,The Hype,Twenty One Pilots,7I3skNaQdvZSS7zXY2VHId,62,0.0105,0.53,265373,0.816,0.00061,9,0.379,-6.149,1,0.0503,87.019,4,0.371
1902,5335,The Outside,Twenty One Pilots,0yzj6eBs5a6X6d3P5qaQ5J,62,0.0505,0.785,216759,0.623,0.125,11,0.0539,-6.923,1,0.0403,100.991,4,0.711
1903,5336,Alcohol-Free,TWICE,0BTaaKT4RMbs5M73tOHX5Y,70,0.0474,0.688,210573,0.909,1.35E-06,8,0.0674,-1.992,1,0.0624,97.097,4,0.702
1904,5337,FANCY,TWICE,2qQpFbqqkLOGySgNK8wBXt,74,0.0122,0.697,213880,0.874,0,5,0.627,-2.15,0,0.0449,132.018,4,0.775
1905,5338,Feel Special,TWICE,3Hz3tTQwOdM6XkA0ALB2G9,71,0.0296,0.708,206867,0.959,0.00188,1,0.107,-1.338,1,0.0604,128.981,4,0.644
1906,5339,I CAN'T STOP ME,TWICE,37ZtpRBkHcaq6hHy0X98zn,73,0.121,0.657,205493,0.88,0,10,0.463,-3.672,0,0.102,150.084,4,0.769
1907,5340,MORE & MORE,TWICE,3omvXShuRPM3zbDpWYqf5g,67,0.0312,0.739,199653,0.841,0,5,0.173,-4.162,1,0.06,106.99,4,0.562
1908,5341,Lovefool,twocolors,51Of5p3lKZeOg6itfs4og4,70,0.0219,0.677,190488,0.766,6.81E-06,6,0.129,-6.896,1,0.0568,123.062,4,0.198
1909,5342,Clout (feat. 21 Savage),Ty Dolla $ign,1u0CD4fcBUB1xrG9fNgejh,48,0.136,0.88,200373,0.728,5.42E-05,10,0.337,-6.939,0,0.205,160.976,4,0.715
1910,5343,Darkside (with Ty Dolla $ign & Future feat. Kiiara),Ty Dolla $ign,14EgW52HVqnLHd30bgbPxg,45,0.0976,0.509,233248,0.631,0,7,0.058,-6.312,0,0.0566,154.359,4,0.157
1911,5344,Don't Judge Me (feat. Future & Swae Lee),Ty Dolla $ign,2EPbvVyo2qrrmeiEm57Cfl,39,0.00354,0.749,242880,0.909,0,8,0.337,-2.808,1,0.074,149.988,4,0.393
1912,5345,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,3Q5cLvkKsHJvYltf8k7HkO,61,0.0573,0.818,231618,0.598,1.32E-06,10,0.634,-5.948,0,0.113,111.052,4,0.331
1913,5346,Ex (feat. YG),Ty Dolla $ign,1Mb187X5w3OUQNH6P5M28Y,52,0.0116,0.77,163133,0.426,0,5,0.273,-5.717,0,0.0473,102.056,4,0.523
1914,5347,Expensive (feat. Nicki Minaj),Ty Dolla $ign,2Kv3JWOzRJsaen5vjmTVJL,51,0.0379,0.866,135740,0.531,0,9,0.0937,-6.859,1,0.0703,99.069,4,0.266
1915,5348,Pineapple (feat. Gucci Mane & Quavo),Ty Dolla $ign,2R7Gn3cjnPaVO0Oj8nsTDP,49,0.0301,0.964,218261,0.555,0.000567,5,0.128,-6.245,0,0.0499,130.017,4,0.338
1916,5349,Purple Emoji (feat. J. Cole),Ty Dolla $ign,3OJ4LEE50iFELaHiZ09zif,56,0.151,0.707,163755,0.543,0,8,0.384,-4.61,1,0.279,144.18,4,0.824
1917,5350,Spicy (feat. Post Malone),Ty Dolla $ign,5IUtvfNvOyVYZUa6AJFrnP,69,0.143,0.782,143375,0.51,0,4,0.115,-5.724,0,0.0419,99.993,4,0.118
1918,5351,Ayy Macarena,Tyga,6LcauUZjF1eXQrgqMUecHX,68,0.133,0.816,131607,0.629,0,2,0.0692,-5.568,1,0.226,96.493,4,0.714
1919,5352,Contact (feat. Tyga),Tyga,0WLhJ2NBuZHuoHY8pLVHJ0,50,0.00181,0.84,155913,0.692,0,8,0.344,-5.399,1,0.0356,100.046,4,0.145
1920,5353,Dip (feat. Nicki Minaj),Tyga,73xXDeBMlC5cdvWoOLWVLo,59,0.0311,0.885,195992,0.543,0,2,0.154,-6.338,1,0.2,99.026,4,0.43
1921,5354,Feel Me,Tyga,0tEcSP5F6BP04gleb2hRnj,35,0.00358,0.526,199447,0.591,0,1,0.905,-6.326,1,0.124,141.697,4,0.157
1922,5355,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,1NHlyKgtR4roNylOhidKSv,55,0.00586,0.888,175711,0.74,0,8,0.218,-5.363,1,0.238,100.003,4,0.664
1923,5356,Goddamn (feat. A Boogie wit da Hoodie),Tyga,4TCG827sk5fDEmUvcQlStk,55,0.0667,0.951,211040,0.573,0,0,0.119,-6.002,0,0.227,105.052,4,0.42
1924,5357,Haute (feat. J Balvin & Chris Brown),Tyga,1jlnBQGP2DtSEhMgQaz7a7,57,0.0778,0.946,160877,0.723,0,9,0.0608,-3.692,1,0.114,102.956,4,0.349
1925,5358,MAMACITA,Tyga,51wFQM8W0YfXTmHusXUr5i,51,0.0257,0.786,202653,0.733,0,6,0.143,-4.961,0,0.127,101.046,4,0.358
1926,5359,SWISH,Tyga,55GiOwtxNajXVbpjjIzMnD,61,0.0831,0.884,194936,0.541,0,11,0.118,-5.608,1,0.221,105.009,4,0.274
1927,5360,Taste (feat. Offset),Tyga,2toVe5hfuIi97ytDPDbQFt,75,0.0293,0.866,229210,0.613,0,0,0.104,-6.385,1,0.151,98.001,4,0.359
1928,5361,VACATION,Tyga,6q2uIyLqASSpv2SIv2ehWK,39,0.0247,0.821,192936,0.61,0,1,0.185,-6.22,1,0.0959,110.973,4,0.47
1929,5362,Tommy Lee (feat. Post Malone),Tyla Yaweh,5QZKcQDp0tCcvMdyqEciBV,62,0.218,0.457,224638,0.621,0,10,0.0944,-5.923,1,0.138,85.359,3,0.634
1930,5363,Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,Tyla Yaweh,4Rq2BMG5VWMhb2whSx8bf4,49,0.206,0.504,230489,0.597,0,10,0.0949,-6.237,1,0.1,117.974,4,0.557
1931,5364,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",4bEcoz1OcfMgUbp2ft8ieQ,74,0.0456,0.48,255653,0.61,0,0,0.313,-7.042,1,0.305,90.034,4,0.297
1932,5365,A BOY IS A GUN*,"Tyler, The Creator",1nXZnTALNXiPlvXotqHm66,71,0.575,0.417,210253,0.689,0,2,0.496,-8.302,0,0.178,79.568,4,0.505
1933,5366,ARE WE STILL FRIENDS?,"Tyler, The Creator",5TxRUOsGeWeRl3xOML59Ai,81,0.128,0.216,265480,0.497,2.39E-06,10,0.111,-8.025,1,0.0371,187.308,3,0.313
1934,5367,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",5WNYg3usc6H8N3MBEp4zVk,69,0.79,0.559,320720,0.578,0.000522,8,0.324,-9.54,1,0.151,79.938,4,0.239
1935,5368,EARFQUAKE,"Tyler, The Creator",5hVghJ4KaYES3BFUATCYn0,81,0.23,0.554,190067,0.498,5.98E-06,9,0.795,-8.866,1,0.0685,79.635,4,0.413
1936,5369,Foreword (feat. Rex Orange County),"Tyler, The Creator",33i3xxHB4YSYGYbtJrwwO8,63,0.118,0.734,194080,0.671,0.00317,1,0.352,-7.107,1,0.0315,94.025,4,0.113
1937,5370,Garden Shed (feat. Estelle),"Tyler, The Creator",6ACiYjq5Q7e6BlhZEHz7cd,65,0.381,0.423,223947,0.456,0.016,2,0.12,-8.45,0,0.0579,112.984,4,0.148
1938,5371,"GONE, GONE / THANK YOU","Tyler, The Creator",1hz7SRTGUNAtIQ46qiNv2p,77,0.216,0.518,375387,0.492,0.0012,10,0.146,-8.436,0,0.193,78.848,4,0.471
1939,5372,I Ain't Got Time!,"Tyler, The Creator",430qNtapCS3Ue1yoSql1oV,61,0.0539,0.549,206267,0.725,3.52E-05,1,0.148,-7.239,1,0.397,108.822,4,0.547
1940,5373,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",5A0M6B0RBSXSNWv0wcppZ9,66,0.352,0.638,161200,0.522,0.0663,8,0.165,-9.814,1,0.0932,142.952,4,0.584
1941,5374,I THINK,"Tyler, The Creator",4f8Mh5wuWHOsfXtzjrJB3t,73,0.00881,0.826,212013,0.579,0,8,0.129,-8.241,0,0.0801,121.075,4,0.431
1942,5375,IGOR'S THEME,"Tyler, The Creator",51RN0kzWd7xeR4th5HsEtW,68,0.00559,0.467,200693,0.672,0.243,10,0.607,-7.371,0,0.377,163.1,4,0.0648
1943,5376,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator",7z4xW9WY86uH3gd1V9pfCM,66,0.0195,0.827,146419,0.571,0,11,0.166,-7.949,1,0.366,142.034,4,0.62
1944,5377,LUMBERJACK,"Tyler, The Creator",0BiK5BbYNFLb88CCOxBFJe,62,0.122,0.386,138312,0.762,0,9,0.527,-6.341,1,0.564,170.691,4,0.433
1945,5378,NEW MAGIC WAND,"Tyler, The Creator",0fv2KH6hac06J86hBUTcSf,81,0.0967,0.621,195320,0.73,0.000131,5,0.673,-5.414,0,0.107,139.566,4,0.464
1946,5379,OKRA,"Tyler, The Creator",74ZovzRxHBvCq5yIwe8boh,60,0.0456,0.589,151027,0.57,1.51E-06,1,0.137,-9.54,1,0.361,136.203,4,0.441
1947,5380,Pothole (feat. Jaden Smith),"Tyler, The Creator",5SxlUF7J8tyFIEF22EomeP,62,0.51,0.543,237000,0.572,7.23E-06,11,0.28,-8.974,1,0.338,89.386,4,0.569
1948,5381,PUPPET,"Tyler, The Creator",0wEC0GNF74lAqrEFZJMl1m,68,0.00235,0.508,179013,0.557,0.0134,8,0.588,-8.967,0,0.0478,77.572,4,0.199
1949,5382,RUNNING OUT OF TIME,"Tyler, The Creator",5QvBXUm5MglLJ3iBfTX2Wo,75,0.296,0.36,177227,0.391,0.000406,6,0.129,-10.6,1,0.0528,84.281,4,0.162
1950,5383,See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,90,0.371,0.558,180387,0.559,7.49E-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62
1951,5384,Sometimes...,"Tyler, The Creator",4KgTrzmfiWNcVneh2Dd1Ou,59,0.959,0.552,36160,0.415,0.000239,3,0.164,-11.996,1,0.0451,72.862,4,0.36
1952,5385,WHAT'S GOOD,"Tyler, The Creator",6bOkaEXc5CopinGazSLokx,66,0.0567,0.458,205627,0.909,4.26E-06,1,0.11,-6.553,1,0.487,118.227,4,0.449
1953,5386,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",6KuXb26rHuRy3ZDse1VRmx,71,0.71,0.686,194933,0.429,3.41E-06,8,0.166,-10.402,0,0.15,130.09,4,0.27
1954,5387,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",21yRtB6B8EMounImAfHRCP,66,0.337,0.706,205093,0.485,0,8,0.122,-9.671,1,0.331,115.414,4,0.144
1955,5388,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",5B0kgjHULYJhAQkK5XsMoC,75,0.269,0.493,121573,0.653,0,0,0.511,-5.666,0,0.0466,142.347,4,0.852
1956,5389,You’re The Best Thing About Me,U2,4QWSk7Ynu34r3EOHSwp9nI,44,0.00582,0.779,256493,0.601,0,2,0.0875,-7.769,1,0.0858,117.059,4,0.694
1957,5390,7,Ufo361,6lAv6XVHGYJzTDd4CKsiqm,60,0.0146,0.691,148915,0.697,0.0247,2,0.106,-7.963,1,0.35,112.012,5,0.615
1958,5391,Allein sein,Ufo361,0PQci8P4PAFqO7fNEYYDVX,54,0.0379,0.774,147353,0.588,0,1,0.258,-8.529,1,0.225,75.978,4,0.392
1959,5392,"Bad Girls, Good Vibes",Ufo361,6yW9L3jmDtuTioA3einarN,54,0.516,0.827,107446,0.368,0.0248,7,0.0914,-12.761,0,0.128,127.979,4,0.159
1960,5393,Big Drip,Ufo361,4M6rbNe9RybrhPPqTx9dJP,50,0.0448,0.791,173785,0.535,0.000205,0,0.129,-6.753,0,0.311,158.922,4,0.443
1961,5394,Emotions,Ufo361,4O4YjcteBewBS603SK1enn,61,0.386,0.789,146028,0.491,0.00088,8,0.107,-9.884,1,0.108,98.518,4,0.272
1962,5395,Emotions 2.0,Ufo361,4O4YjcteBewBS603SK1enn,61,0.386,0.789,146028,0.491,0.00088,8,0.107,-9.884,1,0.108,98.518,4,0.272
1963,5396,Final Fantasy,Ufo361,2c4RJDGyy8ClGTXoth2aMF,50,0.108,0.819,177990,0.607,0.000171,1,0.112,-7.599,1,0.0686,139.959,4,0.347
1964,5397,Games,Ufo361,0ub97hvLmHNbz6GJYlIg0S,56,0.078,0.833,179067,0.658,1.81E-06,5,0.348,-7.471,1,0.124,89.994,4,0.135
1965,5398,Gib Gas,Ufo361,6EtYRE7nZ9ys40JTWO3Fca,52,0.0712,0.68,173200,0.853,0.172,8,0.673,-4.541,1,0.0757,75.012,4,0.271
1966,5399,Irina Shayk,Ufo361,5WBWFThoXNtmAEncU8USRY,48,0.17,0.64,147452,0.597,0.0235,2,0.171,-9.506,0,0.0534,74.971,4,0.214
1967,5400,LOW LIFE,Ufo361,5cP4UM9fYeQQ78hPqgMpKW,51,0.241,0.829,147768,0.47,2.66E-05,0,0.202,-8.293,0,0.234,114.011,4,0.449
1968,5401,Next,Ufo361,3yEin2B5mUWnHS26e499E1,51,0.0193,0.823,164471,0.75,0,10,0.139,-4.801,0,0.17,154.953,4,0.309
1969,5402,NO HUGS,Ufo361,1pXdYvrLCzDwU4GKZ3EzG0,49,0.0461,0.572,154384,0.496,0.164,0,0.39,-8.701,0,0.105,157.971,4,0.205
1970,5403,Nummer,Ufo361,0Qq3QFKepg7RJ5HvEACCdG,51,0.223,0.674,182214,0.638,0.000181,11,0.101,-6.855,0,0.136,193.904,4,0.292
1971,5404,On Time,Ufo361,1SHqyZ0lNu5nAugvRcJYlC,47,0.116,0.696,221833,0.506,3.70E-06,7,0.178,-7.996,0,0.269,155.961,4,0.318
1972,5405,Pass auf wen du liebst,Ufo361,37BAGn0rpyqhUfxfBbGH2o,56,0.142,0.589,209449,0.575,0.000173,5,0.114,-8.976,0,0.194,164.079,4,0.324
1973,5406,Playlist,Ufo361,6xbjVAJFlacUO3q5NMIWz7,51,0.124,0.772,163335,0.668,0.0008,0,0.114,-8.383,1,0.106,96.977,4,0.43
1974,5407,Rich Rich,Ufo361,6RcUrGjGZTm7VCYcrwlGOS,54,0.0842,0.548,204319,0.648,0.000487,4,0.123,-4.796,0,0.292,141.937,4,0.232
1975,5408,Shit Changed,Ufo361,38hCL8cBJbOVr9gt0XedSB,56,0.144,0.824,183839,0.528,0.000405,9,0.104,-9.236,1,0.175,157.005,4,0.32
1976,5409,Shot,Ufo361,51GmZjHgR1sWkHWqpQzpEa,52,0.035,0.721,224400,0.785,0.00301,7,0.65,-6.639,1,0.0705,105.037,4,0.257
1977,5410,Wir sind Kral,Ufo361,2KlbLTnQ5Wch2oOelW0Y2k,44,0.278,0.801,154251,0.688,0.00888,9,0.15,-6.62,1,0.113,158.003,4,0.41
1978,5411,Water,Ugly God,7EoSDrwBPUBeBEORrpvgko,53,0.616,0.816,138936,0.245,0.000813,0,0.127,-15.617,0,0.414,140.04,4,0.187
1979,5412,22 settembre,Ultimo,15RRpHBNzv0gvjIry4jyOs,55,0.175,0.46,230693,0.488,0,0,0.0869,-6.225,1,0.0369,146.82,3,0.341
1980,5413,I Tuoi Particolari,Ultimo,0psAGFzUF64N2Ae4gMExzu,62,0.632,0.659,219939,0.588,0,0,0.124,-5.682,1,0.063,135.884,4,0.297
1981,5414,Yeah! (feat. Lil Jon & Ludacris),Usher,5rb9QrpfcKFHM1EUbSIurX,84,0.0183,0.894,250373,0.791,0,2,0.0388,-4.699,1,0.112,105.018,4,0.583
